,GrantId,PersonID,Role,YearofBirth,CountryofBirth,HomeLanguage,DeptNo,FacultyNo,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C
177,125,147722.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,2923.0,25.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0
178,125,57672.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
179,126.0,148087.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2653.0,25.0,,>=0 to 5,0.0,2.0,2.0,1.0,0.0,0.0
180,128.0,67282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,2.0,4.0,3.0,4.0,3.0
181,128,19287.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2578.0,25.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
182,129.0,77112.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2763.0,25.0,Yes ,>=0 to 5,1.0,1.0,12.0,10.0,5.0,0.0
183,130.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
184,130,77162.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2603.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
185,131.0,22792.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3508.0,4.0,Yes ,>5 to 10,0.0,2.0,0.0,2.0,0.0,1.0
186,132.0,612.0,DELEGATED_RESEARCHER,1960.0,Australia,,3123.0,31.0,Yes ,>10 to 15,0.0,1.0,7.0,1.0,2.0,0.0
187,133.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
188,133,723252.0,CHIEF_INVESTIGATOR,1985.0,,,2603.0,25.0,,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
189,134.0,78752.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,2713.0,25.0,Yes ,>10 to 15,1.0,1.0,6.0,5.0,2.0,0.0
190,135.0,81067.0,CHIEF_INVESTIGATOR,1940.0,Australia,,3508.0,4.0,,more than 15,1.0,1.0,1.0,5.0,0.0,2.0
191,136.0,148087.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2653.0,25.0,,>=0 to 5,0.0,2.0,2.0,1.0,0.0,0.0
192,137.0,26107.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2558.0,25.0,Yes ,>5 to 10,1.0,1.0,1.0,4.0,4.0,0.0
193,137,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,1.0,0.0,0.0,0.0,0.0,0.0
194,138.0,73017.0,CHIEF_INVESTIGATOR,1960.0,The Americas,,2103.0,19.0,Yes ,>10 to 15,0.0,2.0,4.0,1.0,3.0,3.0
195,139.0,492057.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,Other,3048.0,31.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,12.0,4.0
196,140.0,80502.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,2578.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,2.0,3.0,1.0
197,140,5232.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2578.0,25.0,Yes ,>10 to 15,2.0,0.0,0.0,0.0,0.0,0.0
198,142.0,68512.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
200,144.0,64277.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2973.0,25.0,Yes ,>10 to 15,0.0,0.0,17.0,9.0,2.0,4.0
201,145.0,783297.0,CHIEF_INVESTIGATOR,1975.0,,,2538.0,25.0,,Less than 0,1.0,0.0,0.0,0.0,0.0,0.0
202,146.0,16332.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0
203,146,19922.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0
204,147.0,393152.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2298.0,46.0,Yes ,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
205,148.0,65712.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2523.0,25.0,,more than 15,0.0,1.0,0.0,2.0,4.0,2.0
206,149.0,40947.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2653.0,25.0,Yes ,>=0 to 5,0.0,2.0,3.0,2.0,0.0,1.0
207,150.0,93802.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2563.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,1.0,13.0
208,153.0,6712.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2563.0,25.0,,Less than 0,1.0,1.0,0.0,1.0,1.0,1.0
209,154.0,34177.0,CHIEF_INVESTIGATOR,1960.0,North America,,2523.0,25.0,,>=0 to 5,0.0,2.0,2.0,1.0,0.0,10.0
210,156.0,107667.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2778.0,25.0,,>=0 to 5,1.0,0.0,1.0,2.0,1.0,0.0
211,156,46237.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
212,157.0,86302.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,0.0,5.0,1.0,0.0,0.0,0.0
213,157,66322.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2763.0,25.0,,>10 to 15,0.0,0.0,0.0,0.0,0.0,0.0
214,159.0,500137.0,CHIEF_INVESTIGATOR,1975.0,North America,,3198.0,31.0,,,1.0,0.0,2.0,0.0,0.0,0.0
215,160.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,2.0,7.0,0.0,8.0,4.0,0.0
216,161.0,34737.0,CHIEF_INVESTIGATOR,1970.0,North America,,2603.0,25.0,Yes ,Less than 0,1.0,5.0,1.0,6.0,6.0,1.0
217,161,2022.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0
218,163.0,122392.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2813.0,25.0,,Less than 0,0.0,2.0,0.0,0.0,0.0,0.0
219,164.0,30772.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2603.0,25.0,,>=0 to 5,0.0,0.0,3.0,2.0,0.0,0.0
220,164,98222.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
221,165.0,63962.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1258.0,34.0,Yes ,more than 15,2.0,0.0,1.0,16.0,7.0,3.0
222,166.0,145057.0,CHIEF_INVESTIGATOR,1965.0,Australia,,593.0,7.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
223,167.0,25947.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1038.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0
224,168.0,46377.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2763.0,25.0,,,0.0,1.0,2.0,1.0,0.0,0.0
225,169.0,15162.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3048.0,31.0,Yes ,>=0 to 5,0.0,0.0,22.0,2.0,2.0,1.0
226,169,79977.0,CHIEF_INVESTIGATOR,1935.0,Australia,,3048.0,31.0,,more than 15,1.0,0.0,0.0,0.0,0.0,0.0
227,170.0,4702.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1033.0,1.0,Yes ,>5 to 10,0.0,1.0,8.0,7.0,6.0,0.0
228,171.0,147722.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,2923.0,25.0,,Less than 0,0.0,0.0,0.0,1.0,2.0,0.0
229,171,43352.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2923.0,25.0,,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
230,172.0,89472.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3048.0,31.0,Yes ,>=0 to 5,1.0,1.0,15.0,1.0,3.0,0.0
231,174.0,72317.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,2678.0,25.0,Yes ,>10 to 15,1.0,0.0,7.0,4.0,4.0,0.0
232,175.0,917.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3123.0,31.0,,Less than 0,1.0,1.0,1.0,1.0,1.0,0.0
233,176.0,71442.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,1.0,1.0,0.0,1.0,3.0,1.0
234,177.0,67412.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,English,548.0,7.0,Yes ,>10 to 15,0.0,2.0,0.0,1.0,0.0,0.0
235,178.0,78817.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2713.0,25.0,Yes ,more than 15,2.0,0.0,4.0,8.0,6.0,2.0
236,179.0,4302.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3198.0,31.0,Yes ,>10 to 15,1.0,1.0,2.0,7.0,6.0,3.0
237,179,107262.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,3198.0,31.0,,,0.0,0.0,0.0,0.0,0.0,0.0
238,180.0,500157.0,PRINCIPAL_SUPERVISOR,1970.0,Australia,English,3258.0,31.0,Yes ,>=0 to 5,0.0,0.0,9.0,0.0,1.0,0.0
239,181.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,2.0,7.0,0.0,8.0,4.0,0.0
240,184.0,77887.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3073.0,31.0,Yes ,>=0 to 5,0.0,1.0,0.0,1.0,0.0,0.0
241,185.0,20122.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2523.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,7.0,2.0,1.0
242,185,113942.0,CHIEF_INVESTIGATOR,1965.0,North America,English,3508.0,4.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
243,186.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
244,187.0,86672.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
245,187,127112.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
246,187,72037.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2713.0,25.0,Yes ,>5 to 10,1.0,3.0,4.0,3.0,5.0,0.0
247,187,78817.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2713.0,25.0,Yes ,more than 15,2.0,0.0,4.0,8.0,6.0,2.0
248,187,65652.0,CHIEF_INVESTIGATOR,1955.0,Australia,,,25.0,,>10 to 15,0.0,0.0,13.0,2.0,0.0,1.0
249,188.0,68472.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,1033.0,1.0,,Less than 0,0.0,1.0,0.0,7.0,7.0,0.0
250,189.0,9227.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1258.0,34.0,Yes ,>=0 to 5,0.0,3.0,0.0,2.0,3.0,3.0
251,190.0,28342.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2153.0,19.0,Yes ,Less than 0,1.0,0.0,0.0,3.0,5.0,0.0
252,192.0,74142.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2103.0,19.0,Yes ,>5 to 10,0.0,3.0,1.0,0.0,4.0,0.0
253,194.0,67282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,2.0,4.0,3.0,4.0,3.0
254,196.0,55437.0,CHIEF_INVESTIGATOR,1940.0,Great Britain,,2668.0,25.0,Yes ,Less than 0,0.0,4.0,4.0,0.0,1.0,1.0
255,197.0,79562.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2883.0,25.0,Yes ,more than 15,1.0,0.0,0.0,0.0,2.0,12.0
256,199.0,84622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2973.0,25.0,,>=0 to 5,0.0,3.0,8.0,6.0,1.0,2.0
257,199,36252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2973.0,25.0,Yes ,>=0 to 5,0.0,4.0,0.0,0.0,0.0,0.0
258,201.0,17342.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2828.0,25.0,Yes ,>=0 to 5,0.0,7.0,2.0,13.0,13.0,3.0
259,202.0,26887.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3658.0,22.0,Yes ,>=0 to 5,2.0,0.0,2.0,4.0,2.0,1.0
260,203.0,649042.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,3.0,0.0,0.0,0.0,0.0,0.0
261,204.0,8667.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3658.0,22.0,Yes ,>5 to 10,0.0,1.0,0.0,4.0,0.0,0.0
262,205.0,99052.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3273.0,31.0,Yes ,>=0 to 5,1.0,0.0,7.0,1.0,2.0,0.0
263,206.0,67182.0,CHIEF_INVESTIGATOR,1940.0,Australia,,3708.0,10.0,,Less than 0,0.0,1.0,0.0,2.0,2.0,1.0
264,207.0,135457.0,CHIEF_INVESTIGATOR,1975.0,Western Europe,,3198.0,31.0,,Less than 0,0.0,0.0,0.0,0.0,9.0,1.0
265,207,141572.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
266,207,80232.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,0.0,0.0,5.0,6.0,28.0,3.0
267,207,72267.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1998.0,19.0,Yes ,>10 to 15,3.0,0.0,5.0,10.0,11.0,5.0
268,209.0,44022.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3508.0,4.0,,,1.0,3.0,0.0,0.0,2.0,0.0
269,210.0,69657.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,828.0,7.0,Yes ,more than 15,2.0,3.0,0.0,2.0,9.0,3.0
270,212.0,15287.0,CHIEF_INVESTIGATOR,1970.0,North America,,2523.0,25.0,Yes ,>=0 to 5,1.0,1.0,1.0,7.0,4.0,0.0
271,214.0,813567.0,CHIEF_INVESTIGATOR,1970.0,,,2533.0,25.0,Yes ,Less than 0,1.0,0.0,1.0,1.0,1.0,1.0
272,215.0,145857.0,CHIEF_INVESTIGATOR,1965.0,Eastern Europe,Other,2678.0,25.0,,Less than 0,1.0,0.0,1.0,3.0,1.0,1.0
273,216.0,43597.0,CHIEF_INVESTIGATOR,1965.0,South Africa,,803.0,7.0,,Less than 0,0.0,1.0,5.0,13.0,5.0,4.0
274,217.0,24017.0,PRINCIPAL_SUPERVISOR,1970.0,Australia,,2603.0,25.0,Yes ,>5 to 10,1.0,1.0,6.0,2.0,2.0,0.0
275,218.0,77977.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,,Less than 0,0.0,0.0,0.0,9.0,1.0,0.0
276,218,17877.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
277,218,66922.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,0.0,0.0,4.0,6.0,3.0,0.0
278,218,76352.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>10 to 15,1.0,0.0,4.0,4.0,0.0,0.0
279,218,15287.0,CHIEF_INVESTIGATOR,1970.0,North America,,,25.0,Yes ,>=0 to 5,1.0,1.0,1.0,7.0,4.0,0.0
280,218,79192.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2523.0,25.0,Yes ,more than 15,1.0,2.0,0.0,0.0,0.0,0.0
281,218,497302.0,EXT_CHIEF_INVESTIGATOR,1965.0,,,1428.0,34.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
282,219.0,9757.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2668.0,25.0,Yes ,>5 to 10,0.0,0.0,8.0,5.0,2.0,1.0
283,220.0,34417.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1578.0,13.0,Yes ,>=0 to 5,0.0,0.0,5.0,6.0,1.0,0.0
284,220,32907.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,Other,1678.0,13.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
285,220,146697.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,1678.0,13.0,Yes ,>=0 to 5,1.0,0.0,3.0,3.0,4.0,6.0
286,220,67317.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1578.0,13.0,,more than 15,0.0,0.0,0.0,10.0,19.0,0.0
287,221.0,85642.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3258.0,31.0,Yes ,>=0 to 5,1.0,5.0,16.0,21.0,24.0,6.0
288,222.0,14757.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2053.0,19.0,,Less than 0,0.0,0.0,3.0,3.0,2.0,1.0
289,222,57272.0,CHIEF_INVESTIGATOR,1975.0,North America,,2053.0,19.0,Yes ,>=0 to 5,1.0,0.0,0.0,0.0,0.0,0.0
290,222,6562.0,CHIEF_INVESTIGATOR,1955.0,South Africa,English,2053.0,19.0,,Less than 0,0.0,0.0,26.0,7.0,11.0,4.0
291,223.0,79747.0,CHIEF_INVESTIGATOR,1940.0,North America,,3028.0,31.0,,Less than 0,0.0,1.0,0.0,3.0,8.0,4.0
292,226.0,74372.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2893.0,25.0,,>=0 to 5,0.0,0.0,5.0,17.0,7.0,2.0
293,226,46132.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2893.0,25.0,Yes ,>=0 to 5,2.0,3.0,0.0,0.0,0.0,0.0
294,226,99617.0,CHIEF_INVESTIGATOR,1980.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
295,226,68377.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2893.0,25.0,Yes ,more than 15,0.0,0.0,7.0,8.0,2.0,4.0
296,227.0,67282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,2.0,4.0,3.0,4.0,3.0
297,228.0,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>5 to 10,0.0,1.0,3.0,8.0,1.0,0.0
298,229.0,73547.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2578.0,25.0,,Less than 0,0.0,2.0,4.0,10.0,4.0,6.0
299,229,134907.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,2578.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
300,230.0,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
301,230,21732.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0
302,231.0,8377.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,2553.0,25.0,Yes ,>5 to 10,1.0,0.0,3.0,3.0,0.0,1.0
303,231,74047.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2553.0,25.0,Yes ,>10 to 15,1.0,1.0,0.0,0.0,0.0,0.0
304,232.0,27757.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,,>5 to 10,2.0,0.0,8.0,5.0,4.0,0.0
305,232,44697.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2603.0,25.0,,>=0 to 5,2.0,0.0,0.0,0.0,0.0,0.0
306,233.0,67097.0,CHIEF_INVESTIGATOR,1960.0,Australia,,653.0,7.0,Yes ,>10 to 15,1.0,0.0,0.0,2.0,0.0,0.0
307,236.0,117502.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2768.0,25.0,Yes ,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
308,237.0,5382.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,3198.0,31.0,,,1.0,0.0,3.0,4.0,3.0,0.0
309,238.0,491327.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,0.0,2.0,0.0,5.0,0.0,0.0
310,239.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
311,240.0,4302.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3198.0,31.0,Yes ,>10 to 15,1.0,1.0,2.0,7.0,6.0,3.0
312,241.0,74047.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2553.0,25.0,Yes ,>10 to 15,1.0,1.0,1.0,2.0,0.0,1.0
313,242.0,74372.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2893.0,25.0,,>=0 to 5,0.0,0.0,5.0,17.0,7.0,2.0
314,242,10592.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,English,2893.0,25.0,Yes ,>5 to 10,2.0,2.0,0.0,0.0,0.0,0.0
315,243.0,65657.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,2.0,0.0,2.0,0.0
316,243,39212.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
317,243,3167.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,,2668.0,25.0,Yes ,Less than 0,1.0,0.0,0.0,4.0,2.0,0.0
318,244.0,73547.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2578.0,25.0,,Less than 0,0.0,2.0,4.0,10.0,4.0,6.0
319,244,134907.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,2578.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
320,245.0,89472.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3048.0,31.0,Yes ,>=0 to 5,1.0,1.0,15.0,1.0,3.0,0.0
321,246.0,80817.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,2.0,0.0,1.0,0.0
322,247.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
323,248.0,4502.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2668.0,25.0,,>=0 to 5,1.0,2.0,4.0,8.0,15.0,2.0
324,248,28607.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2763.0,25.0,Yes ,>=0 to 5,2.0,1.0,0.0,0.0,0.0,0.0
325,249.0,64307.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3098.0,31.0,Yes ,more than 15,1.0,0.0,6.0,7.0,0.0,2.0
326,250.0,22707.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,1.0,4.0,1.0,3.0
327,250,8377.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,2553.0,25.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
328,250,74047.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2553.0,25.0,Yes ,>10 to 15,1.0,1.0,1.0,2.0,0.0,1.0
329,250,79477.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,3.0,3.0,2.0,0.0
331,252.0,8012.0,CHIEF_INVESTIGATOR,1960.0,Western Europe,,1098.0,1.0,Yes ,>5 to 10,1.0,1.0,0.0,0.0,0.0,1.0
332,252,70827.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
333,254.0,10522.0,CHIEF_INVESTIGATOR,1965.0,Eastern Europe,Other,2153.0,19.0,Yes ,>5 to 10,1.0,0.0,19.0,9.0,1.0,0.0
334,254,141012.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,2153.0,19.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
335,255.0,74142.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2103.0,19.0,Yes ,>5 to 10,0.0,3.0,1.0,0.0,4.0,0.0
336,256.0,593492.0,CHIEF_INVESTIGATOR,1970.0,,,2538.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,1.0,1.0,1.0
337,257.0,176127.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2603.0,25.0,,Less than 0,1.0,0.0,1.0,0.0,0.0,1.0
338,258.0,636257.0,CHIEF_INVESTIGATOR,1980.0,,,2678.0,25.0,,Less than 0,1.0,0.0,2.0,1.0,0.0,0.0
339,258,67647.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2678.0,25.0,Yes ,>5 to 10,1.0,6.0,0.0,0.0,0.0,0.0
340,260.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,2.0,7.0,0.0,8.0,4.0,0.0
341,261.0,2252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3658.0,22.0,,>10 to 15,1.0,1.0,3.0,0.0,10.0,2.0
342,264.0,5287.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3123.0,31.0,Yes ,>=0 to 5,2.0,1.0,8.0,3.0,1.0,0.0
343,265.0,11837.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,,1033.0,1.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,2.0
344,266.0,28622.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,0.0,4.0,0.0,2.0
345,267.0,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
346,268.0,6712.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2563.0,25.0,,Less than 0,1.0,1.0,0.0,1.0,1.0,1.0
347,269.0,70322.0,CHIEF_INVESTIGATOR,1945.0,Eastern Europe,,2298.0,46.0,Yes ,>10 to 15,1.0,0.0,0.0,0.0,5.0,6.0
348,270.0,82527.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2628.0,25.0,Yes ,>10 to 15,1.0,0.0,2.0,2.0,0.0,0.0
349,270,78612.0,PRINCIPAL_SUPERVISOR,1945.0,South Africa,,2628.0,25.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
350,271.0,4797.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,,Less than 0,2.0,0.0,0.0,2.0,0.0,1.0
351,272.0,44697.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2603.0,25.0,,>=0 to 5,2.0,0.0,1.0,1.0,0.0,0.0
352,274.0,64077.0,CHIEF_INVESTIGATOR,1945.0,Asia Pacific,,3073.0,31.0,Yes ,more than 15,0.0,1.0,1.0,2.0,0.0,0.0
353,277.0,28607.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2763.0,25.0,Yes ,>=0 to 5,2.0,1.0,1.0,11.0,4.0,5.0
